boiler_pressure_bar,boiler_temp_C,condenser_pressure_bar,turbine_efficiency,pump_efficiency,mass_flow_rate_kg_s,power_output_MW,cycle_efficiency_percent
82.43561663863075,590.1428612819832,0.15711903068982483,0.8697316968394073,0.7390046601106091,120.1975341512912,143.02499065031375,50.0
32.881829201412344,593.9819704323988,0.1731908225280675,0.7924678221356553,0.7454562418017752,132.53202943404523,144.583142043837,50.0
72.59391401433528,504.9512863264476,0.10911120298273852,0.8082458280396083,0.8529632236805949,112.77223729341883,108.95413289949259,50.0
93.84979779038503,557.0351922786027,0.07194780514533755,0.8528468876827223,0.8481036422155106,70.90268572399897,78.46884766323659,50.0
115.05627926620137,434.10482473745833,0.05040825487764472,0.9397771074506667,0.9414080082686398,413.7788066524075,408.5867344271197,50.0
125.79262371170196,488.03049874792026,0.059526117575164614,0.849035382022254,0.7085971302788046,459.1941809354519,451.87631536460975,50.0
66.22919742400236,532.5044568707964,0.08987377217430575,0.8540136042355622,0.8366775698358199,133.18450498648718,142.12014922014598,50.0
42.38895028726873,439.196572483829,0.04723636622568609,0.8150660661526529,0.7971693224223705,172.10706429825316,148.8012507387891,50.0
146.02325128127012,471.3506653387179,0.08494952154998092,0.8585392166316497,0.7352310562436906,410.98864133931784,397.64373565514876,50.0
30.773096397304336,563.0922856909668,0.15309717501561873,0.8958014336081974,0.8928175866714864,83.32009328034067,98.0626876823484,50.0
80.18520199619817,423.17381190502596,0.17809654814009498,0.8746596253655116,0.7827245062131623,78.60125762871064,71.17292953627224,49.56537414641009
132.14486496732897,527.5114942710426,0.18195403881221225,0.8444429850323898,0.7298985614845754,370.9601542503477,389.7266536400975,50.0
136.50990680636565,512.2554395138992,0.16335474879272976,0.8487591192728782,0.8306832073454985,242.39345826134732,249.488807927834,50.0
74.00983735068573,501.71413823294057,0.1852106358281749,0.7998584458297749,0.8025957307589073,389.9980123443719,372.0511682590627,50.0
62.03174316882715,415.3959819657586,0.08636023246620289,0.7822442574508008,0.9324244130856432,413.65417080398765,328.46786441325236,50.0
142.514090765876,437.31401177720716,0.18280943975839645,0.8578684483831301,0.9018600387910156,453.24108496557193,413.6157709391632,50.0
74.52048649606094,422.0103849055354,0.07646962600671067,0.8354215577252513,0.9045036914806233,437.32876246535454,375.52688104408827,50.0
88.43754044082905,444.42156209414605,0.059178458773389245,0.8175230342807256,0.9357274259781297,195.44131940933985,171.25015219031016,50.0
102.63068704407125,540.6037917790355,0.09818073638068704,0.9443564165441921,0.9406118237355278,163.30203312141387,195.25458333025776,50.0
69.87766921284546,407.37738947090656,0.1375302934367835,0.8505358046457723,0.7128696878124973,175.39090890647515,149.41959809472294,49.3070698491971
157.15722403533152,447.9123781333945,0.0631831795345957,0.8478905520555126,0.9464126135276502,158.92487218017519,145.39405108387464,50.0
63.26925615893595,545.6432697223719,0.09884530123508052,0.8764611661187158,0.8583824276902237,291.0986078336413,325.6127102636087,50.0
42.64056780761716,567.0604991178476,0.09132481039547774,0.7873037020799708,0.7101937853886909,315.90182443470883,327.9715944136825,50.0
120.32419065732299,434.8732858009983,0.15055003809639456,0.8273470692601075,0.9341824971841836,111.88442486569696,97.86895454707107,50.0
77.7492891470362,422.69470424811783,0.18795097892457005,0.9254678706761962,0.7644854069287889,346.99282071538056,332.3018671627419,50.0
104.1510809698409,448.37045818009034,0.05489644284894388,0.9294431515906654,0.9251045142908325,334.8956557729706,336.00771929322923,50.0
77.4641707468181,469.84191492253217,0.1561529086192383,0.9294220519905154,0.9217716060662793,400.9439956359307,420.15540382384944,50.0
52.62801997324593,579.7108377054159,0.1370286495455344,0.7518394103233259,0.725367885716508,348.5757960986251,352.82186046422146,50.0
30.708621738470615,432.1616102834997,0.12779740629865377,0.8883790395385386,0.8629903148756501,150.9211892572519,140.8745900339911,50.0
75.55595774229748,549.2982810236049,0.14394126384755435,0.9198446820988355,0.8644032230750858,305.7388715009622,361.6066664851363,50.0
43.11446749593294,473.5431606118867,0.08243237882907607,0.7987979286758167,0.9432526386881114,226.89397610004218,205.02288511630968,50.0
141.2735824958308,500.5274186210384,0.13230462154021747,0.8485035387637727,0.7488107469495111,375.1034518676774,378.00759876321445,50.0
69.30813074171981,404.86319328629077,0.14327556734514685,0.7854221358814097,0.9351146460882285,479.2678596511643,375.2569582820165,48.8726228114799
32.16392631404144,585.663712517545,0.1085094637307703,0.9433309638087339,0.9409049942723131,433.854254960312,555.2757520327922,50.0
71.22284488974199,477.01954572038505,0.17618186744269712,0.8133844010312555,0.7423731866715231,300.56056810625756,279.39355591573366,50.0
109.8085638125111,419.4352987541537,0.13840115627186717,0.9480107700208527,0.7350210038091309,283.24834356368154,275.44785102425067,50.0
152.83223006991375,548.1537235508408,0.15152251855924287,0.8904968167974219,0.7898727878049387,182.116329919022,208.21255008146116,50.0
151.39012460121452,582.6481105112942,0.12181478381775004,0.8503032589374399,0.8995737947416937,342.4837688499943,393.54424116996495,50.0
128.27536281607848,559.1585338872202,0.18240085469081063,0.8175990313703072,0.7938957381599859,92.29187292839106,98.65625727757352,50.0
95.18372253854442,508.52892694151535,0.0858466003405255,0.8681666521138022,0.7076250624847623,66.80668493714649,69.67751297052698,50.0
145.16407849235216,472.03812828225256,0.06032968202430157,0.8544486520109609,0.8924983882746527,147.11946237357944,141.68234971157688,50.0
37.23544096360508,506.2709263136296,0.12650161945761704,0.8774859802996413,0.8815228334306653,489.1334357581406,514.5629579881638,50.0
102.28204876216735,464.5912945882492,0.1672297911629926,0.8041664502524148,0.809742855176409,85.30537160401968,76.66320850878505,50.0
87.25341221799778,434.6588640141691,0.06502992682737377,0.8000485796329191,0.83730666617653,371.56816521502805,312.89997192216697,50.0
122.42763274048238,455.98677938918854,0.19277844490611107,0.8975793833391537,0.8385885131278501,325.2743358054585,321.6262707374502,50.0
79.83617501117662,551.5692220928738,0.04230295818076094,0.7732145281013832,0.7115006605054381,68.32796104353656,67.90273903962277,50.0
149.764481761541,540.7315718760048,0.11586781265397203,0.7695668321302003,0.822903968779208,263.0622968512546,256.54850521609353,50.0
85.79066281563229,523.1700196104433,0.141614984138823,0.759060801954409,0.7936531536566178,331.63696207140634,310.4922446446914,50.0
100.43907620121227,571.2979682376645,0.1453909810590312,0.782586885416286,0.7176421868501074,339.088675192842,352.90155015039494,50.0
161.63223379949406,515.0948355751758,0.10210718819304351,0.8786576436884705,0.8145632226228792,295.5275551921707,315.57267738885486,50.0
161.80507322871352,477.22052756015484,0.1937904902118263,0.9310701283912127,0.7489477836973241,81.21258539382445,86.51299021036047,50.0
39.96641078443206,463.79512605875226,0.17518004975511275,0.7546543871471652,0.9036171206472339,176.83464864802997,148.97574012945515,49.77746886031465
46.543075867031874,539.3474330728302,0.14063085548478144,0.9254944027054106,0.8837677609509714,411.5664186731819,482.11824819497184,50.0
135.08606522972016,561.3669478534528,0.19848082272010775,0.8325235353822853,0.7930045214481958,399.3858323338986,436.4562766660266,50.0
77.7124956354225,586.1514651207129,0.1773460402948819,0.8357988054750036,0.8877177669478743,389.5442933381071,443.1706958546947,50.0
74.80694414428564,579.1046456992401,0.1022722685974661,0.7521675302960596,0.9263454941048159,91.0790045537601,92.02657883305562,50.0
74.70390926265807,590.0123934101609,0.19209714351000898,0.8646875776246572,0.8579593030424497,251.8004848902439,298.2077521641739,50.0
124.15258385078538,550.474905887536,0.16665264699613577,0.9079236285589107,0.7228015257621725,272.48913711616166,318.967607846322,50.0
38.0582264023302,509.9057764647471,0.11064488021974034,0.92754083655166,0.7877287531380196,102.68015739242264,114.79699033150243,50.0
116.55052886427654,420.22453522455805,0.05345708897839959,0.890193826291824,0.7181907515910484,419.8370266806603,382.377832535266,50.0
128.87391180190946,416.26975612838,0.053574034253630706,0.947327915700235,0.79356769893903,216.7889661801009,208.49560772553843,50.0
138.80056822984113,511.680849947161,0.1078755214795162,0.9312708770189472,0.7277993705765378,271.6812969308866,305.8258687606169,50.0
31.58951026743867,493.73212839882524,0.049008524109093975,0.7737635832536144,0.7293815616942761,342.1446359522286,309.72211287980014,50.0
164.70415678643587,474.9741159047408,0.08571393380509772,0.923719825637892,0.7558989596298631,483.4501427482751,506.51766012426924,50.0
31.70162645657429,593.9757653415278,0.04690558591209218,0.9282286227396142,0.831925277271575,496.83415825368513,631.9475719764172,50.0
